date,op_type,flight,airline,tail_id,origin,destination,sched_time_local,actual_time_local,delay_min,hour,dow,status,propagated_from_prev,cascade_caused
2025-08-14,DEPARTURE,QP791,QP,VT-A010,BOM,CCU,2025-08-14 12:51:00,2025-08-14 13:37:00,46,12,Thursday,DELAYED,8.0,0.0
2025-08-14,ARRIVAL,SQ646,SQ,VT-A010,CCU,BOM,2025-08-14 16:42:00,2025-08-14 16:56:00,14,16,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,I5235,I5,VT-A010,BOM,DOH,2025-08-14 17:55:00,2025-08-14 18:19:00,24,17,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,QR854,QR,VT-A010,DOH,BOM,2025-08-14 23:26:00,2025-08-14 23:49:00,23,23,Thursday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,UK869,UK,VT-A010,BOM,HYD,2025-08-15 00:46:00,2025-08-15 00:42:00,-4,0,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,SG202,SG,VT-A010,MAA,BOM,2025-08-15 10:09:00,2025-08-15 10:22:00,13,10,Friday,DELAYED,0.0,13.0
2025-08-15,DEPARTURE,G8229,G8,VT-A010,BOM,DOH,2025-08-15 10:54:00,2025-08-15 11:45:00,51,10,Friday,DELAYED,13.0,0.0
2025-08-15,ARRIVAL,QR417,QR,VT-A010,DOH,BOM,2025-08-15 19:54:00,2025-08-15 20:04:00,10,19,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,I5510,I5,VT-A010,BOM,BLR,2025-08-15 20:58:00,2025-08-15 21:09:00,11,20,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,SQ543,SQ,VT-A010,BLR,BOM,2025-08-15 23:48:00,2025-08-16 00:23:00,35,23,Friday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,QP474,QP,VT-A010,BOM,BLR,2025-08-16 01:16:00,2025-08-16 01:16:00,0,1,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,AI503,AI,VT-A010,BLR,BOM,2025-08-16 04:31:00,2025-08-16 04:52:00,21,4,Saturday,DELAYED,0.0,1.0
2025-08-16,DEPARTURE,QP418,QP,VT-A010,BOM,AMD,2025-08-16 05:36:00,2025-08-16 05:39:00,3,5,Saturday,ON_TIME,1.0,0.0
2025-08-16,DEPARTURE,QP273,QP,VT-A010,BOM,BLR,2025-08-16 09:19:00,2025-08-16 09:52:00,33,9,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,EK760,EK,VT-A010,BLR,BOM,2025-08-16 12:07:00,2025-08-16 12:16:00,9,12,Saturday,ON_TIME,0.0,0.0
2025-08-16,DEPARTURE,AI304,AI,VT-A010,BOM,DXB,2025-08-16 13:27:00,2025-08-16 14:12:00,45,13,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,BA351,BA,VT-A010,DXB,BOM,2025-08-16 19:11:00,2025-08-16 19:25:00,14,19,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,SG325,SG,VT-A010,BOM,DEL,2025-08-16 20:38:00,2025-08-16 20:34:00,-4,20,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,G8938,G8,VT-A010,DEL,BOM,2025-08-16 22:58:00,2025-08-16 23:21:00,23,22,Saturday,DELAYED,0.0,6.0
2025-08-17,DEPARTURE,QR133,QR,VT-A010,BOM,LHR,2025-08-17 00:00:00,2025-08-17 00:30:00,30,0,Sunday,DELAYED,6.0,0.0
2025-08-17,ARRIVAL,BA472,BA,VT-A010,LHR,BOM,2025-08-17 05:38:00,2025-08-17 05:47:00,9,5,Sunday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,UK260,UK,VT-A011,BOM,HYD,2025-08-10 08:32:00,2025-08-10 09:06:00,34,8,Sunday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,QR669,QR,VT-A011,HYD,BOM,2025-08-10 12:03:00,2025-08-10 12:16:00,13,12,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,QR785,QR,VT-A011,BOM,CCU,2025-08-10 13:27:00,2025-08-10 13:19:00,-8,13,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,SQ738,SQ,VT-A011,CCU,BOM,2025-08-10 16:22:00,2025-08-10 16:41:00,19,16,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,QP492,QP,VT-A011,BOM,LHR,2025-08-10 17:53:00,2025-08-10 17:47:00,-6,17,Sunday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,QP917,QP,VT-A011,LHR,BOM,2025-08-11 01:51:00,2025-08-11 01:43:00,-8,1,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,SQ631,SQ,VT-A011,BOM,AMD,2025-08-11 06:46:00,2025-08-11 06:59:00,13,6,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,BA487,BA,VT-A011,AMD,BOM,2025-08-11 09:18:00,2025-08-11 09:47:00,29,9,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,SQ625,SQ,VT-A011,BOM,PNQ,2025-08-11 10:54:00,2025-08-11 10:54:00,0,10,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,BA498,BA,VT-A011,PNQ,BOM,2025-08-11 13:24:00,2025-08-11 13:31:00,7,13,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,I5850,I5,VT-A011,BOM,MAA,2025-08-11 14:43:00,2025-08-11 14:43:00,0,14,Monday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,UK984,UK,VT-A011,BOM,PNQ,2025-08-12 07:57:00,2025-08-12 07:58:00,1,7,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,6E245,6E,VT-A011,PNQ,BOM,2025-08-12 10:48:00,2025-08-12 10:57:00,9,10,Tuesday,ON_TIME,0.0,6.0
2025-08-12,DEPARTURE,SG137,SG,VT-A011,BOM,CCU,2025-08-12 11:36:00,2025-08-12 11:52:00,16,11,Tuesday,DELAYED,6.0,0.0
2025-08-12,ARRIVAL,6E846,6E,VT-A011,CCU,BOM,2025-08-12 14:27:00,2025-08-12 14:45:00,18,14,Tuesday,DELAYED,0.0,7.0
2025-08-12,DEPARTURE,UK687,UK,VT-A011,BOM,PNQ,2025-08-12 15:23:00,2025-08-12 15:24:00,1,15,Tuesday,ON_TIME,7.0,0.0
2025-08-12,ARRIVAL,UK939,UK,VT-A011,PNQ,BOM,2025-08-12 18:06:00,2025-08-12 18:25:00,19,18,Tuesday,DELAYED,0.0,8.0
2025-08-12,DEPARTURE,QR132,QR,VT-A011,BOM,DXB,2025-08-12 19:02:00,2025-08-12 18:59:00,-3,19,Tuesday,ON_TIME,8.0,0.0
2025-08-13,ARRIVAL,QP539,QP,VT-A011,DXB,BOM,2025-08-13 01:54:00,2025-08-13 02:01:00,7,1,Wednesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,AI315,AI,VT-A011,BOM,AMD,2025-08-13 10:18:00,2025-08-13 10:12:00,-6,10,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,AI557,AI,VT-A011,AMD,BOM,2025-08-13 12:39:00,2025-08-13 12:47:00,8,12,Wednesday,ON_TIME,0.0,9.0
2025-08-13,DEPARTURE,SG314,SG,VT-A011,BOM,CCU,2025-08-13 13:23:00,2025-08-13 13:32:00,9,13,Wednesday,ON_TIME,9.0,0.0
2025-08-13,ARRIVAL,UK651,UK,VT-A011,CCU,BOM,2025-08-13 15:37:00,2025-08-13 15:31:00,-6,15,Wednesday,ON_TIME,0.0,8.0
2025-08-13,DEPARTURE,G8629,G8,VT-A011,BOM,AMD,2025-08-13 16:08:00,2025-08-13 16:35:00,27,16,Wednesday,DELAYED,8.0,0.0
2025-08-14,ARRIVAL,QR945,QR,VT-A011,LHR,BOM,2025-08-14 09:43:00,2025-08-14 09:44:00,1,9,Thursday,ON_TIME,0.0,0.0
2025-08-14,DEPARTURE,BA111,BA,VT-A011,BOM,CCJ,2025-08-14 10:50:00,2025-08-14 11:14:00,24,10,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,SG681,SG,VT-A011,CCJ,BOM,2025-08-14 14:48:00,2025-08-14 14:50:00,2,14,Thursday,ON_TIME,0.0,6.0
2025-08-14,DEPARTURE,UK559,UK,VT-A011,BOM,CCU,2025-08-14 15:29:00,2025-08-14 15:20:00,-9,15,Thursday,ON_TIME,6.0,0.0
2025-08-14,ARRIVAL,QR241,QR,VT-A011,CCU,BOM,2025-08-14 18:21:00,2025-08-14 19:10:00,49,18,Thursday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,UK228,UK,VT-A011,DXB,BOM,2025-08-15 10:04:00,2025-08-15 10:04:00,0,10,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,QR306,QR,VT-A011,BOM,DOH,2025-08-15 10:50:00,2025-08-15 11:08:00,18,10,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,SQ278,SQ,VT-A011,DOH,BOM,2025-08-15 18:00:00,2025-08-15 18:51:00,51,18,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,UK915,UK,VT-A011,BOM,HYD,2025-08-15 20:09:00,2025-08-15 20:31:00,22,20,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,UK962,UK,VT-A011,HYD,BOM,2025-08-15 23:33:00,2025-08-15 23:51:00,18,23,Friday,DELAYED,0.0,4.0
2025-08-16,DEPARTURE,QP522,QP,VT-A011,BOM,CCU,2025-08-16 00:32:00,2025-08-16 00:29:00,-3,0,Saturday,ON_TIME,4.0,0.0
2025-08-16,DEPARTURE,QR408,QR,VT-A011,BOM,AMD,2025-08-16 05:13:00,2025-08-16 05:11:00,-2,5,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,UK405,UK,VT-A011,AMD,BOM,2025-08-16 08:01:00,2025-08-16 08:27:00,26,8,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,G8717,G8,VT-A011,BOM,LHR,2025-08-16 09:16:00,2025-08-16 10:06:00,50,9,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,QP125,QP,VT-A011,LHR,BOM,2025-08-16 15:21:00,2025-08-16 15:24:00,3,15,Saturday,ON_TIME,0.0,0.0
2025-08-16,DEPARTURE,EK843,EK,VT-A011,BOM,BLR,2025-08-16 16:16:00,2025-08-16 16:22:00,6,16,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,BA210,BA,VT-A011,BLR,BOM,2025-08-16 18:40:00,2025-08-16 18:31:00,-9,18,Saturday,ON_TIME,0.0,0.0
2025-08-16,DEPARTURE,QR997,QR,VT-A011,BOM,HYD,2025-08-16 19:37:00,2025-08-16 19:54:00,17,19,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,UK645,UK,VT-A011,HYD,BOM,2025-08-16 22:44:00,2025-08-16 22:34:00,-10,22,Saturday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,UK784,UK,VT-A012,BOM,SIN,2025-08-10 09:59:00,2025-08-10 10:00:00,1,9,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,EK753,EK,VT-A012,SIN,BOM,2025-08-10 18:50:00,2025-08-10 19:36:00,46,18,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,6E191,6E,VT-A012,BOM,CCJ,2025-08-10 20:41:00,2025-08-10 21:20:00,39,20,Sunday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,AI764,AI,VT-A012,CCJ,BOM,2025-08-11 00:35:00,2025-08-11 00:58:00,23,0,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,EK971,EK,VT-A012,BOM,DOH,2025-08-11 07:16:00,2025-08-11 07:44:00,28,7,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,BA244,BA,VT-A012,DOH,BOM,2025-08-11 13:24:00,2025-08-11 13:36:00,12,13,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,G8925,G8,VT-A012,BOM,CCJ,2025-08-11 14:54:00,2025-08-11 14:59:00,5,14,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,G8979,G8,VT-A012,CCJ,BOM,2025-08-11 17:25:00,2025-08-11 17:24:00,-1,17,Monday,ON_TIME,0.0,6.0
2025-08-11,DEPARTURE,SQ819,SQ,VT-A012,BOM,DEL,2025-08-11 18:03:00,2025-08-11 17:59:00,-4,18,Monday,ON_TIME,6.0,0.0
2025-08-11,ARRIVAL,I5528,I5,VT-A012,DEL,BOM,2025-08-11 21:04:00,2025-08-11 21:16:00,12,21,Monday,DELAYED,0.0,7.0
2025-08-11,DEPARTURE,QR882,QR,VT-A012,BOM,BLR,2025-08-11 21:54:00,2025-08-11 21:44:00,-10,21,Monday,ON_TIME,7.0,0.0
2025-08-12,ARRIVAL,QP155,QP,VT-A012,LHR,BOM,2025-08-12 05:40:00,2025-08-12 05:44:00,4,5,Tuesday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,QP296,QP,VT-A012,BOM,MAA,2025-08-12 06:35:00,2025-08-12 07:09:00,34,6,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,EK883,EK,VT-A012,MAA,BOM,2025-08-12 09:31:00,2025-08-12 10:09:00,38,9,Tuesday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,BA794,BA,VT-A012,BOM,SIN,2025-08-12 11:11:00,2025-08-12 11:23:00,12,11,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,BA826,BA,VT-A012,SIN,BOM,2025-08-12 15:54:00,2025-08-12 16:14:00,20,15,Tuesday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,UK300,UK,VT-A012,BOM,SIN,2025-08-12 17:20:00,2025-08-12 17:19:00,-1,17,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,UK158,UK,VT-A012,SIN,BOM,2025-08-12 22:49:00,2025-08-12 23:01:00,12,22,Tuesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,AI396,AI,VT-A012,BOM,GOI,2025-08-13 10:26:00,2025-08-13 10:21:00,-5,10,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,G8329,G8,VT-A012,GOI,BOM,2025-08-13 12:18:00,2025-08-13 12:33:00,15,12,Wednesday,DELAYED,0.0,7.0
2025-08-13,DEPARTURE,SG362,SG,VT-A012,BOM,CCJ,2025-08-13 13:11:00,2025-08-13 13:18:00,7,13,Wednesday,ON_TIME,7.0,0.0
2025-08-13,ARRIVAL,QR966,QR,VT-A012,CCJ,BOM,2025-08-13 16:33:00,2025-08-13 16:30:00,-3,16,Wednesday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,UK656,UK,VT-A012,DXB,BOM,2025-08-14 05:32:00,2025-08-14 05:48:00,16,5,Thursday,DELAYED,0.0,5.0
2025-08-14,DEPARTURE,BA502,BA,VT-A012,BOM,LHR,2025-08-14 06:28:00,2025-08-14 06:25:00,-3,6,Thursday,ON_TIME,5.0,0.0
2025-08-14,ARRIVAL,UK988,UK,VT-A012,LHR,BOM,2025-08-14 10:34:00,2025-08-14 10:48:00,14,10,Thursday,DELAYED,0.0,2.0
2025-08-14,DEPARTURE,I5667,I5,VT-A012,BOM,BLR,2025-08-14 11:31:00,2025-08-14 11:55:00,24,11,Thursday,DELAYED,2.0,0.0
2025-08-15,ARRIVAL,G8546,G8,VT-A012,DEL,BOM,2025-08-15 08:42:00,2025-08-15 08:58:00,16,8,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,SQ853,SQ,VT-A012,BOM,CCU,2025-08-15 09:53:00,2025-08-15 10:38:00,45,9,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,EK894,EK,VT-A012,CCU,BOM,2025-08-15 13:33:00,2025-08-15 13:50:00,17,13,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,QR431,QR,VT-A012,BOM,GOI,2025-08-15 14:55:00,2025-08-15 15:09:00,14,14,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,EK830,EK,VT-A012,GOI,BOM,2025-08-15 18:10:00,2025-08-15 18:23:00,13,18,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,SG824,SG,VT-A012,BOM,DEL,2025-08-15 19:24:00,2025-08-15 19:23:00,-1,19,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,AI224,AI,VT-A012,DEL,BOM,2025-08-15 22:08:00,2025-08-15 22:43:00,35,22,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,UK811,UK,VT-A012,BOM,CCU,2025-08-15 23:35:00,2025-08-15 23:55:00,20,23,Friday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,UK317,UK,VT-A012,BOM,CCJ,2025-08-16 07:49:00,2025-08-16 07:39:00,-10,7,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,SG915,SG,VT-A012,CCJ,BOM,2025-08-16 10:06:00,2025-08-16 10:51:00,45,10,Saturday,DELAYED,0.0,6.0
2025-08-16,DEPARTURE,QR651,QR,VT-A012,BOM,DXB,2025-08-16 11:30:00,2025-08-16 11:28:00,-2,11,Saturday,ON_TIME,6.0,0.0
2025-08-16,ARRIVAL,QR963,QR,VT-A012,DXB,BOM,2025-08-16 19:21:00,2025-08-16 20:13:00,52,19,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,EK136,EK,VT-A012,BOM,DEL,2025-08-16 21:18:00,2025-08-16 21:40:00,22,21,Saturday,DELAYED,0.0,0.0
2025-08-17,ARRIVAL,AI827,AI,VT-A012,DEL,BOM,2025-08-17 00:38:00,2025-08-17 00:37:00,-1,0,Sunday,ON_TIME,0.0,10.0
2025-08-17,DEPARTURE,EK698,EK,VT-A012,BOM,TRV,2025-08-17 01:12:00,2025-08-17 01:21:00,9,1,Sunday,ON_TIME,10.0,0.0
2025-08-10,ARRIVAL,BA441,BA,VT-A013,MAA,BOM,2025-08-10 10:21:00,2025-08-10 10:27:00,6,10,Sunday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,UK152,UK,VT-A013,BOM,CCJ,2025-08-10 11:42:00,2025-08-10 11:32:00,-10,11,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,BA719,BA,VT-A013,CCJ,BOM,2025-08-10 13:55:00,2025-08-10 14:11:00,16,13,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,QP919,QP,VT-A013,BOM,LHR,2025-08-10 15:12:00,2025-08-10 15:57:00,45,15,Sunday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,6E735,6E,VT-A013,LHR,BOM,2025-08-10 21:11:00,2025-08-10 22:07:00,56,21,Sunday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,EK682,EK,VT-A013,BOM,DEL,2025-08-11 05:38:00,2025-08-11 05:46:00,8,5,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,AI897,AI,VT-A013,DEL,BOM,2025-08-11 08:19:00,2025-08-11 09:06:00,47,8,Monday,DELAYED,0.0,8.0
2025-08-11,DEPARTURE,I5296,I5,VT-A013,BOM,TRV,2025-08-11 09:43:00,2025-08-11 10:31:00,48,9,Monday,DELAYED,8.0,0.0
2025-08-11,ARRIVAL,G8762,G8,VT-A013,TRV,BOM,2025-08-11 12:40:00,2025-08-11 13:01:00,21,12,Monday,DELAYED,0.0,8.0
2025-08-11,DEPARTURE,6E719,6E,VT-A013,BOM,AMD,2025-08-11 13:38:00,2025-08-11 13:56:00,18,13,Monday,DELAYED,8.0,0.0
2025-08-11,ARRIVAL,6E523,6E,VT-A013,AMD,BOM,2025-08-11 15:39:00,2025-08-11 15:29:00,-10,15,Monday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,UK990,UK,VT-A013,BOM,MAA,2025-08-12 05:11:00,2025-08-12 05:25:00,14,5,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,I5180,I5,VT-A013,MAA,BOM,2025-08-12 08:24:00,2025-08-12 08:58:00,34,8,Tuesday,DELAYED,0.0,6.0
2025-08-12,DEPARTURE,EK361,EK,VT-A013,BOM,LHR,2025-08-12 09:37:00,2025-08-12 10:06:00,29,9,Tuesday,DELAYED,6.0,0.0
2025-08-12,ARRIVAL,AI306,AI,VT-A013,LHR,BOM,2025-08-12 14:33:00,2025-08-12 14:54:00,21,14,Tuesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,EK670,EK,VT-A013,BOM,BLR,2025-08-13 08:20:00,2025-08-13 08:20:00,0,8,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,SQ997,SQ,VT-A013,BLR,BOM,2025-08-13 10:25:00,2025-08-13 11:02:00,37,10,Wednesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,BA350,BA,VT-A013,BOM,GOI,2025-08-13 11:57:00,2025-08-13 11:56:00,-1,11,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,QR328,QR,VT-A013,GOI,BOM,2025-08-13 14:17:00,2025-08-13 14:23:00,6,14,Wednesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,SG724,SG,VT-A013,BOM,GOI,2025-08-13 15:41:00,2025-08-13 16:06:00,25,15,Wednesday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,6E319,6E,VT-A013,GOI,BOM,2025-08-14 06:15:00,2025-08-14 06:30:00,15,6,Thursday,DELAYED,0.0,8.0
2025-08-14,DEPARTURE,UK844,UK,VT-A013,BOM,PNQ,2025-08-14 07:07:00,2025-08-14 07:57:00,50,7,Thursday,DELAYED,8.0,0.0
2025-08-14,ARRIVAL,UK482,UK,VT-A013,PNQ,BOM,2025-08-14 09:39:00,2025-08-14 10:14:00,35,9,Thursday,DELAYED,0.0,18.0
2025-08-14,DEPARTURE,AI889,AI,VT-A013,BOM,CCJ,2025-08-14 10:41:00,2025-08-14 11:19:00,38,10,Thursday,DELAYED,18.0,0.0
2025-08-14,ARRIVAL,I5647,I5,VT-A013,CCJ,BOM,2025-08-14 13:23:00,2025-08-14 13:50:00,27,13,Thursday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,BA251,BA,VT-A013,BOM,TRV,2025-08-15 06:10:00,2025-08-15 06:24:00,14,6,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,BA605,BA,VT-A013,TRV,BOM,2025-08-15 08:37:00,2025-08-15 09:15:00,38,8,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,EK225,EK,VT-A013,BOM,BLR,2025-08-15 10:07:00,2025-08-15 11:21:00,74,10,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,BA588,BA,VT-A013,BLR,BOM,2025-08-15 13:15:00,2025-08-15 13:18:00,3,13,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,BA851,BA,VT-A013,BOM,CCU,2025-08-15 14:29:00,2025-08-15 14:34:00,5,14,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,QP547,QP,VT-A013,CCU,BOM,2025-08-15 17:50:00,2025-08-15 17:53:00,3,17,Friday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,UK240,UK,VT-A013,AMD,BOM,2025-08-16 07:06:00,2025-08-16 07:05:00,-1,7,Saturday,ON_TIME,0.0,4.0
2025-08-16,DEPARTURE,AI506,AI,VT-A013,BOM,DEL,2025-08-16 07:46:00,2025-08-16 07:38:00,-8,7,Saturday,ON_TIME,4.0,0.0
2025-08-16,ARRIVAL,EK579,EK,VT-A013,DEL,BOM,2025-08-16 10:14:00,2025-08-16 10:39:00,25,10,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,G8417,G8,VT-A013,BOM,LHR,2025-08-16 11:33:00,2025-08-16 11:48:00,15,11,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,G8318,G8,VT-A013,LHR,BOM,2025-08-16 19:27:00,2025-08-16 19:47:00,20,19,Saturday,DELAYED,0.0,3.0
2025-08-16,DEPARTURE,BA997,BA,VT-A013,BOM,DXB,2025-08-16 20:29:00,2025-08-16 20:57:00,28,20,Saturday,DELAYED,3.0,0.0
2025-08-17,ARRIVAL,I5344,I5,VT-A013,DXB,BOM,2025-08-17 01:58:00,2025-08-17 02:09:00,11,1,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,SQ445,SQ,VT-A014,BOM,DOH,2025-08-10 10:18:00,2025-08-10 10:12:00,-6,10,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,QR216,QR,VT-A014,DOH,BOM,2025-08-10 16:51:00,2025-08-10 16:41:00,-10,16,Sunday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,G8157,G8,VT-A014,BOM,SIN,2025-08-10 17:56:00,2025-08-10 18:32:00,36,17,Sunday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,AI901,AI,VT-A014,SIN,BOM,2025-08-11 02:45:00,2025-08-11 02:44:00,-1,2,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,BA889,BA,VT-A014,BOM,GOI,2025-08-11 03:33:00,2025-08-11 03:40:00,7,3,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,QP723,QP,VT-A014,SIN,BOM,2025-08-11 05:36:00,2025-08-11 05:41:00,5,5,Monday,ON_TIME,0.0,5.0
2025-08-11,DEPARTURE,EK551,EK,VT-A014,BOM,LHR,2025-08-11 06:21:00,2025-08-11 06:39:00,18,6,Monday,DELAYED,5.0,0.0
2025-08-11,ARRIVAL,QR515,QR,VT-A014,LHR,BOM,2025-08-11 15:54:00,2025-08-11 16:16:00,22,15,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,AI858,AI,VT-A014,BOM,DOH,2025-08-11 17:14:00,2025-08-11 17:22:00,8,17,Monday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,SQ862,SQ,VT-A014,DOH,BOM,2025-08-12 02:02:00,2025-08-12 02:12:00,10,2,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,EK309,EK,VT-A014,DEL,BOM,2025-08-12 09:31:00,2025-08-12 10:01:00,30,9,Tuesday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,UK176,UK,VT-A014,BOM,HYD,2025-08-12 11:01:00,2025-08-12 11:34:00,33,11,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,QP230,QP,VT-A014,HYD,BOM,2025-08-12 13:48:00,2025-08-12 14:05:00,17,13,Tuesday,DELAYED,0.0,13.0
2025-08-12,DEPARTURE,QR294,QR,VT-A014,BOM,SIN,2025-08-12 14:37:00,2025-08-12 15:21:00,44,14,Tuesday,DELAYED,13.0,0.0
2025-08-12,ARRIVAL,BA458,BA,VT-A014,SIN,BOM,2025-08-12 20:24:00,2025-08-12 20:56:00,32,20,Tuesday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,EK907,EK,VT-A014,BOM,DXB,2025-08-12 22:15:00,2025-08-12 22:13:00,-2,22,Tuesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,SG531,SG,VT-A014,DXB,BOM,2025-08-13 05:53:00,2025-08-13 05:53:00,0,5,Wednesday,ON_TIME,0.0,9.0
2025-08-13,DEPARTURE,QR678,QR,VT-A014,BOM,CCJ,2025-08-13 06:29:00,2025-08-13 06:33:00,4,6,Wednesday,ON_TIME,9.0,0.0
2025-08-13,ARRIVAL,BA988,BA,VT-A014,DXB,BOM,2025-08-13 07:45:00,2025-08-13 08:26:00,41,7,Wednesday,DELAYED,0.0,23.0
